t,paa0,pfe0,paa1,pfe1,daa0,dfe0,daa1,dfe1
1822.63,-0,0,-0,0.275779,0.230097,0.199962,-0.0398835,0.329893
1822.71,-0,0,-0,0.275779,0.230097,0.199962,-0.0398835,0.329893
1822.79,-0,0,-0,0.275779,0.230097,0.199962,-0.0398835,0.329893
1822.87,-0,0,-0,0.275779,0.230097,0.199962,-0.0398835,0.35941
1822.95,-0,0,-0,0.275779,0.230097,0.199962,-0.0398835,0.369538
1823.03,-0,0,-0,0.276358,0.230097,0.199962,-0.0398835,0.41526
1823.11,-0,0,-0,0.280699,0.230097,0.199962,-0.0398835,0.447671
1823.19,-0,0,-0,0.295457,0.230097,0.199962,-0.0475534,0.477477
1823.27,-0,0,-0,0.316582,0.230097,0.199962,-0.0398835,0.488473
1823.35,-0,0,-0,0.316582,0.230097,0.199962,-0.0398835,0.509598
1823.43,-0,0,-0,0.316582,0.230097,0.199962,-0.0398835,0.509888
1823.51,-0,0,-0,0.316582,0.230097,0.199962,-0.0414175,0.529565
1823.59,-0,0,-0,0.316582,0.230097,0.199962,-0.0398835,0.537957
1823.67,-0,0,-0,0.316582,0.230097,0.199962,-0.0398835,0.539983
1823.75,-0,0,-0,0.316582,0.230097,0.199962,-0.0567573,0.577024
1823.83,-0,0,-0,0.316582,0.230097,0.199962,-0.0398835,0.617537
1823.91,-0,0,-0,0.316582,0.230097,0.199962,-0.0383495,0.619852
1823.99,-0,0,-0,0.316582,0.230097,0.199962,-0.0398835,0.621878
1824.07,-0,0,-0,0.316582,0.230097,0.199962,-0.0398835,0.621588
1824.15,-0,0,-0,0.316582,0.230097,0.199962,-0.0398835,0.627955
1824.23,-0,0,-0,0.316582,0.230097,0.199962,-0.0414175,0.620431
1824.31,-0,0,-0,0.316582,0.230097,0.199962,-0.0398835,0.612039
1824.39,-0,0,-0,0.316582,0.230097,0.199962,-0.0398835,0.557346
1824.47,-0,0,-0,0.316582,0.230097,0.191859,-0.0475534,0.487316
1824.55,-0,0,-0,0.316582,0.230097,0.190123,-0.0506214,0.416707
1824.63,-0,0,-0,0.316582,0.230097,0.190123,-0.0582913,0.343494
1824.71,-0,0,-0,0.316582,0.230097,0.190123,-0.0398835,0.252629
1824.79,-0,0,-0,0.316003,0.230097,0.18202,-0.0398835,0.194463
1824.87,-0,0,-0,0.316003,0.230097,0.179994,-0.0414175,0.154529
1824.95,-0,0,-0,0.305585,0.230097,0.179994,-0.0398835,0.122408
1825.03,-0,0,-0,0.273464,0.230097,0.190123,-0.0398835,0.100125
1825.11,-0,0,-0,0.224848,0.230097,0.190123,-0.0398835,0.100125
1825.19,-0,0,-0,0.175654,0.230097,0.190123,-0.0398835,0.0899972
1825.27,-0,0,-0,0.143243,0.230097,0.190123,-0.0475534,0.0899972
1825.35,-0,0,-0,0.136009,0.230097,0.179994,-0.0398835,0.0899972
1825.43,-0,0,-0,0.137166,0.230097,0.179994,-0.0398835,0.0899972
1825.51,-0,0,-0,0.137745,0.230097,0.179994,-0.0398835,0.0899972
1825.59,-0,0,-0,0.138324,0.230097,0.179994,-0.0398835,0.0899972
