t,paa0,pfe0,paa1,pfe1,daa0,dfe0,daa1,dfe1
1622.44,-0,0,-0,0.0300955,-0,0.0101283,-0.0199418,0.0219929
1622.49,-0,0,-0,0.0303849,-0,0.0101283,-0.0199418,0.0280699
1622.53,-0,0,-0,0.0248867,-0,0.0101283,-0.0199418,0.0379088
1622.58,-0,0,-0,0.0269123,-0,0.0101283,-0.0199418,0.0480371
1622.63,-0,0,-0,0.0358831,-0,0.0101283,-0.0199418,0.057876
1622.68,-0,0,-0,0.0454327,-0,0.00839202,-0.0199418,0.0680043
1622.73,-0,0,-0,0.0549822,-0,0.00202566,-0.0199418,0.0795795
1622.78,-0,0,-0,0.0651105,-0,0.00810264,-0.0199418,0.0975211
1622.82,-0,0,-0,0.0763963,-0,0.00983892,-0.0199418,0.0998361
1622.87,-0,0,-0,0.0931804,-0,0.00028938,-0.0199418,0.100125
1622.92,-0,0,-0,0.0998361,-0,0,-0.0199418,0.100125
1622.97,-0,0,-0,0.100125,-0,0,-0.0199418,0.100125
1623.02,-0,0,-0,0.100125,-0,0,-0.0199418,0.107939
1623.06,-0,0,-0,0.100125,-0,0,-0.0184078,0.109964
1623.11,-0,0,-0,0.105913,-0,0,-0.0199418,0.109964
1623.16,-0,0,-0,0.109675,-0,0,-0.0199418,0.118067
1623.21,-0,0,-0,0.109675,-0,0,-0.0199418,0.127617
1623.25,-0,0,-0,0.115752,-0,0,-0.0214757,0.145848
1623.3,-0,0,-0,0.125012,-0,0,-0.0199418,0.165815
1623.35,-0,0,-0,0.141507,-0,0,-0.0184078,0.169866
1623.4,-0,0,-0,0.161185,-0,0,-0.0199418,0.179705
1623.45,-0,0,-0,0.168709,-0,0.00810264,-0.0199418,0.188097
1623.49,-0,0,-0,0.177101,-0,0.00983892,-0.0199418,0.197936
1623.54,-0,0,-0,0.185782,-0,0.00839202,-0.0199418,0.217614
1623.59,-0,0,-0,0.195331,-0,0.00983892,-0.0199418,0.237581
1623.64,-0,0,-0,0.212405,-0,0.0101283,-0.0199418,0.267098
1623.69,-0,0,-0,0.232372,-0,0.0101283,-0.0199418,0.285329
1623.73,-0,0,-0,0.259863,-0,0.00202566,-0.0199418,0.31716
1623.78,-0,0,-0,0.280699,-0,0.00173628,-0.0199418,0.327868
1623.83,-0,0,-0,0.3079,-0,0.00810264,-0.0276117,0.348992
1623.88,-0,0,-0,0.318318,-0,0.00839202,-0.0199418,0.359699
1623.93,-0,0,0.00153398,0.330472,-0,0.00983892,-0.0199418,0.385454
1623.97,-0,0,-0,0.336838,-0,0.0101283,-0.0199418,0.407447
1624.02,-0,0,-0,0.350439,-0,0.0101283,-0.0214757,0.427414
1624.07,-0,0,0.00153398,0.362014,-0,0.0101283,-0.0199418,0.455484
1624.12,-0,0,0.00153398,0.371275,-0,0.0101283,-0.0199418,0.48529
1624.17,-0,0,0.00153398,0.381692,-0,0.0101283,-0.0199418,0.507283
1624.21,-0,0,0.00153398,0.384586,-0,0.0101283,-0.0199418,0.52754
1624.26,-0,0,0.00153398,0.384875,-0,0.0101283,-0.0199418,0.545481
1624.31,-0,0,-0,0.384875,-0,0.0101283,-0.0199418,0.559372
1624.36,-0,0,0.00153398,0.384875,-0,0.00839202,-0.0199418,0.577603
1624.41,-0,0,-0,0.384875,-0,0.00954954,-0.0199418,0.579628
1624.45,-0,0,0.00153398,0.384875,-0,0.0101283,-0.0199418,0.589467
1624.5,-0,0,-0,0.384875,-0,0.0101283,-0.0276117,0.591493
1624.55,-0,0,0.00153398,0.385165,-0,0.00839202,-0.0199418,0.590046
1624.6,-0,0,0.00153398,0.385165,-0,0.00202566,-0.0199418,0.581943
1624.65,-0,0,0.00153398,0.385165,-0,0.00028938,-0.0199418,0.572394
1624.69,-0,0,-0,0.385165,-0,0,-0.0199418,0.49484
1624.74,-0,0,0.00153398,0.385165,-0,0,-0.0214757,0.463008
1624.79,-0,0,0.00153398,0.385165,-0,0.00810264,-0.0199418,0.384875
1624.84,-0,0,0.00153398,0.385165,-0,0.00954954,-0.0276117,0.324974
1624.89,-0,0,0.00153398,0.383429,-0,0.00839202,-0.0199418,0.264204
1624.93,-0,0,-0,0.346677,-0,0.00173628,-0.0199418,0.252918
1624.98,-0,0,-0.00153398,0.279541,-0,0.00954954,-0.0199418,0.195621
1625.03,-0,0,-0,0.254654,-0,0.0101283,-0.0199418,0.17276
1625.08,-0,0,-0,0.212405,-0,0.0101283,-0.0199418,0.138613
1625.13,-0,0,-0,0.177101,-0,0.0101283,-0.0199418,0.0966529
1625.17,-0,0,-0,0.147294,-0,0.0101283,-0.0199418,0.080737
1625.22,-0,0,-0,0.10736,-0,0.0101283,-0.0199418,0.0448539
1625.27,-0,0,-0,0.0839202,-0,0.0101283,-0.0122718,0.0329893
1625.32,-0,0,-0,0.0541141,-0,0.0101283,-0.0199418,0.0141796
1625.37,-0,0,-0,0.0355937,-0,0.0101283,-0.0199418,0.00202566
1625.41,-0,0,-0,0.0190991,-0,0.0101283,-0.0199418,0.00028938
1625.46,-0,0,-0,0.00549822,-0,0.0101283,-0.0199418,0
1625.51,-0,0,-0,0.00115752,-0,0.0101283,-0.0199418,0
1625.56,-0,0,-0,0,-0,0.0101283,-0.0122718,0
1625.61,-0,0,-0,0,-0,0.0101283,-0.0199418,0.00810264
1625.65,-0,0,-0,0,-0,0.0101283,-0.0199418,0.0274911
1625.7,-0,0,-0,0.00607698,-0,0.0101283,-0.0199418,0.0379088
1625.75,-0,0,-0,0.022861,-0,0.0101283,-0.0199418,0.0575866
1625.8,-0,0,-0,0.0358831,-0,0.0101283,-0.0199418,0.0758176
1625.85,-0,0,-0,0.0526672,-0,0.0101283,-0.0199418,0.0792901
1625.89,-0,0,-0,0.0714769,-0,0.0101283,-0.0199418,0.0897078
1625.94,-0,0,-0,0.078422,-0,0.0101283,-0.0199418,0.0899972
1625.99,-0,0,-0,0.0871034,-0,0.0101283,-0.0199418,0.0980998
1626.04,-0,0,-0,0.0899972,-0,0.0101283,-0.0199418,0.0998361
1626.09,-0,0,-0.00153398,0.0960742,-0,0.0101283,-0.0199418,0.100125
1626.13,-0,0,-0,0.0995467,-0,0.0101283,-0.0199418,0.100125
1626.18,-0,0,-0,0.0998361,-0,0.0101283,-0.0199418,0.107939
1626.23,-0,0,-0,0.100125,-0,0.0101283,-0.0199418,0.108228
1626.28,-0,0,-0,0.105624,-0,0.0101283,-0.0184078,0.109964
1626.33,-0,0,-0,0.108517,-0,0.0101283,-0.0199418,0.109964
1626.37,-0,0,-0,0.109964,-0,0.0101283,-0.0199418,0.109964
1626.42,-0,0,-0,0.109964,-0,0.0101283,-0.0199418,0.109964
1626.47,-0,0,-0,0.109675,-0,0.0101283,-0.0199418,0.109964
1626.52,-0,0,-0,0.109675,-0,0.0101283,-0.0199418,0.109964
1626.57,-0,0,-0,0.110254,-0,0.0101283,-0.0199418,0.109964
1626.61,-0,0,-0,0.109964,-0,0.0101283,-0.0199418,0.109964
1626.66,-0,0,-0.00153398,0.109964,-0,0.0101283,-0.0199418,0.109964
1626.71,-0,0,-0,0.109964,-0,0.0101283,-0.0199418,0.109964
1626.76,-0,0,-0,0.109964,-0,0.0101283,-0.0199418,0.109964
1626.81,-0,0,-0.00153398,0.109964,-0,0.0101283,-0.0199418,0.118067
1626.85,-0,0,-0,0.109964,-0,0.0101283,-0.0199418,0.119803
1626.9,-0,0,-0,0.115752,-0,0.0101283,-0.0199418,0.110254
1626.95,-0,0,-0,0.118935,-0,0.0101283,-0.0199418,0.119514
1627,-0,0,-0,0.112858,-0,0.0101283,-0.0199418,0.120093
1627.05,-0,0,-0,0.11691,-0,0.0101283,-0.0199418,0.120093
1627.09,-0,0,-0,0.120093,-0,0.0101283,-0.0199418,0.120093
1627.14,-0,0,-0,0.119514,-0,0.0101283,-0.0199418,0.11199
1627.19,-0,0,-0,0.119514,-0,0.0101283,-0.0199418,0.119803
1627.24,-0,0,-0,0.114305,-0,0.0101283,-0.0214757,0.120093
1627.29,-0,0,-0,0.117488,-0,0.0101283,-0.0199418,0.11199
1627.33,-0,0,-0,0.120093,-0,0.0101283,-0.0199418,0.109964
1627.38,-0,0,-0,0.114016,-0,0.0101283,-0.0199418,0.118067
1627.43,-0,0,-0,0.110254,-0,0.0101283,-0.0199418,0.120093
1627.48,-0,0,-0,0.115752,-0,0.0101283,-0.0199418,0.120093
1627.53,-0,0,-0,0.119225,-0,0.0101283,-0.0199418,0.120093
1627.57,-0,0,-0,0.119514,-0,0.0101283,-0.0199418,0.120093
1627.62,-0,0,-0,0.119803,-0,0.0101283,-0.0199418,0.120093
1627.67,-0,0,-0,0.120093,-0,0.0101283,-0.0199418,0.120093
1627.72,-0,0,-0,0.119803,-0,0.0101283,-0.0199418,0.120093
1627.77,-0,0,-0,0.119514,-0,0.0101283,-0.0199418,0.120093
1627.81,-0,0,-0,0.119514,-0,0.0101283,-0.0199418,0.120093
1627.86,-0,0,-0,0.120093,-0,0.0101283,-0.0199418,0.120093
1627.91,-0,0,-0,0.120093,-0,0.0101283,-0.0199418,0.120093
1627.96,-0,0,-0,0.119803,-0,0.0101283,-0.0199418,0.120093
1628.01,-0,0,-0,0.119803,-0,0.0101283,-0.0199418,0.120093
1628.05,-0,0,-0,0.119803,-0,0.0101283,-0.0199418,0.120093
1628.1,-0,0,-0,0.119803,-0,0.0101283,-0.0199418,0.120093
1628.15,-0,0,-0,0.119803,-0,0.0101283,-0.0199418,0.120093
1628.2,-0,0,-0,0.119803,-0,0.0101283,-0.0199418,0.120093
1628.25,-0,0,-0,0.119803,-0,0.0101283,-0.0199418,0.120093
1628.29,-0,0,-0,0.119803,-0,0.0101283,-0.0199418,0.120093
1628.34,-0,0,-0,0.119803,-0,0.0101283,-0.0199418,0.120093
1628.39,-0,0,-0,0.119803,-0,0.0101283,-0.0199418,0.120093
1628.44,-0,0,-0,0.119803,-0,0.0101283,-0.0199418,0.120093
1628.49,-0,0,-0,0.119803,-0,0.0101283,-0.0199418,0.120093
1628.53,-0,0,-0,0.119803,-0,0.0101283,-0.0199418,0.120093
1628.58,-0,0,-0,0.119803,-0,0.0101283,-0.0199418,0.120093
1628.63,-0,0,-0,0.119803,-0,0.0101283,-0.0199418,0.120093
1628.68,-0,0,-0,0.119803,-0,0.0101283,-0.0199418,0.120093
