t,paa0,pfe0,paa1,pfe1,daa0,dfe0,daa1,dfe1,cft0,cft1,pee0,pee1
19.501,-0,0,-0,0.344073,0.110447,0,0.0107379,0.540272,0.0256125,0.120946,102.723,72.4794
19.581,-0,0,-0,0.344073,0.110447,0,0.0122718,0.539983,0.0261725,0.119206,102.723,72.4794
19.661,-0,0,-0,0.344073,0.110447,0,0.0107379,0.549822,0.0263059,0.119912,102.723,72.4794
19.741,-0,0,-0,0.344073,0.110447,0,0.0107379,0.550111,0.0254755,0.12356,102.723,72.4794
19.821,-0,0,-0,0.344073,0.110447,0,0.0107379,0.550111,0.0259422,0.118008,102.723,72.4794
19.901,-0,0,-0,0.344073,0.110447,0,0.0107379,0.550111,0.0261151,0.120569,102.723,72.4794
19.981,-0,0,-0,0.344073,0.110447,0,0.0107379,0.550111,0.0259422,0.119042,102.723,72.4794
20.061,-0,0,-0,0.344073,0.110447,0,0.0107379,0.550111,0.0264764,0.120524,102.723,72.4794
20.141,-0,0,-0,0.344073,0.110447,0,0.0107379,0.550111,0.0252587,0.122303,102.723,72.4794
20.221,-0,0,-0,0.344073,0.110447,0,0.0107379,0.550111,0.0283901,0.113225,102.723,72.4794
20.3009,-0,0,-0,0.344073,0.110447,0,0.0107379,0.539983,0.0264197,0.121445,102.723,72.4794
20.3809,-0,0,-0,0.344073,0.110447,0,0.0107379,0.539983,0.0289828,0.117021,102.723,72.4794
20.461,-0,0,-0,0.344073,0.110447,0,0.0107379,0.539983,0.0310161,0.112486,102.723,72.4794
20.5409,-0,0,-0,0.344073,0.110447,0,0.0122718,0.465902,0.0291376,0.119042,102.723,72.4794
20.6209,-0,0,-0,0.344073,0.110447,0,0.0107379,0.238449,0.0293087,0.116043,102.723,72.4794
20.701,-0,0,-0,0.344073,0.11965,0,0.0107379,0.00926016,0.0341467,0.113679,102.723,72.4794
20.781,-0,0,-0,0.339153,0.110447,0,0.0107379,0,0.0314006,0.0653146,102.723,72.9119
20.861,-0,0,-0,0.3079,0.110447,0,0.0107379,0,0.0366742,0.0144222,102.723,75.6589
20.9409,-0,0,-0,0.242211,0.118117,0,0.0107379,0,0.0328938,0.0174642,102.723,81.4329
21.021,-0,0,-0,0.160317,0.110447,0,0.0107379,0,0.0325883,0.0164317,102.723,88.6313
21.1009,-0,0,-0,0.0790007,0.118117,0,0.0107379,0,0.0383275,0.0190263,102.723,95.7788
21.1809,-0,0,-0,0.0199672,0.110447,0,0.0107379,0,0.0362491,0.0234094,102.723,100.968
