t,paa0,pfe0,paa1,pfe1,daa0,dfe0,daa1,dfe1,cft0,cft1,pee0,pee1
50.2103,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.67194,0.158764,0.0698642,92.5484,66.4765
50.2903,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.671651,0.157372,0.0710845,92.5484,66.4765
50.3703,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.159584,0.0698212,92.5484,66.4765
50.4503,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.679464,0.159584,0.0700928,92.5484,66.4765
50.5302,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.670204,0.159875,0.0702567,92.5484,66.4765
50.6103,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.670204,0.158799,0.0705195,92.5484,66.4765
50.6903,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.671651,0.158164,0.0710845,92.5484,66.4765
50.7703,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.158799,0.0714563,92.5484,66.4765
50.8503,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.678017,0.157981,0.0707955,92.5484,66.4765
50.9303,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.678307,0.159618,0.0708661,92.5484,66.4765
51.0103,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.159618,0.0705195,92.5484,66.4765
51.0903,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.157946,0.0705762,92.5484,66.4765
51.1703,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.157981,0.0705762,92.5484,66.4765
51.2503,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.16044,0.0705762,92.5484,66.4765
51.3303,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.159618,0.0705195,92.5484,66.4765
51.4103,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.157981,0.0702567,92.5484,66.4765
51.4903,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.158193,0.0710845,92.5484,66.4765
51.5702,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.159584,0.0705195,92.5484,66.4765
51.6503,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.158164,0.0705195,92.5484,66.4765
51.7303,0.0552233,0.115752,-0.00460194,0.412367,0.632,0.390084,-0.0705631,0.680043,0.159618,0.0707955,92.5484,66.4765
51.8102,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.159556,0.0705195,92.5484,66.4765
51.8902,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.158228,0.0705195,92.5484,66.4765
51.9702,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.159016,0.0705762,92.5484,66.4765
52.0502,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.158799,0.0708661,92.5484,66.4765
52.1303,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.158799,0.0711688,92.5484,66.4765
52.2102,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.158764,0.0705762,92.5484,66.4765
52.2902,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.157407,0.0705195,92.5484,66.4765
52.3702,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.159556,0.0702994,92.5484,66.4765
52.4502,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.67194,0.159618,0.0700928,92.5484,66.4765
52.5302,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.678307,0.16044,0.0707955,92.5484,66.4765
52.6103,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.159584,0.0703705,92.5484,66.4765
52.6902,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0720971,0.680043,0.159584,0.0702994,92.5484,66.4765
52.7702,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.159618,0.0703705,92.5484,66.4765
52.8502,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.158887,0.0695845,92.5484,66.4765
52.9302,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.15905,0.0700999,92.5484,66.4765
53.0102,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.158764,0.0698642,92.5484,66.4765
53.0902,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.16044,0.0690941,92.5484,66.4765
53.1701,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.159016,0.0695845,92.5484,66.4765
53.2501,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.678307,0.159875,0.0687095,92.5484,66.4765
53.3301,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0690291,0.670204,0.159091,0.0684251,92.5484,66.4765
53.4102,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0720971,0.669915,0.159659,0.0672161,92.5484,66.4765
53.4901,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.678307,0.159091,0.0684982,92.5484,66.4765
53.5701,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0859029,0.678017,0.159659,0.06772,92.5484,66.4765
53.6501,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.670204,0.160406,0.0690072,92.5484,66.4765
53.7302,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.678307,0.159584,0.0672756,92.5484,66.4765
53.8101,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.670493,0.160527,0.06772,92.5484,66.4765
53.8901,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.160667,0.0686222,92.5484,66.4765
53.9702,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.160742,0.0680073,92.5484,66.4765
54.0501,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.078233,0.678017,0.160789,0.0671565,92.5484,66.4765
54.1301,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.670204,0.160702,0.0680808,92.5484,66.4765
54.2101,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.670204,0.160144,0.0667608,92.5484,66.4765
